Date,High,Low,Open,Close,Volume,Adj Close
29-09-2020,35.65000153,34.59500122,35.56000137,35.43000031,16488700,35.43000031
30-09-2020,36.5,35.27999878,35.27999878,36.47999954,21358100,36.47999954
01-10-2020,37.82799911,36.58000183,36.86000061,37.13999939,19187500,37.13999939
02-10-2020,37.99000168,35.93999863,36,37.72000122,20123400,37.72000122
05-10-2020,38,36.88000107,37.70000076,37.13999939,13093100,37.13999939
06-10-2020,37.36999893,36.04000092,37.16999817,36.25999832,13074700,36.25999832
07-10-2020,37.11000061,36.36500168,36.59000015,36.77999878,13782100,36.77999878
08-10-2020,37.83000183,36.95999908,37,37.34000015,12212400,37.34000015
09-10-2020,38.34999847,37.18999863,37.90999985,37.27000046,13172000,37.27000046
12-10-2020,37.56000137,36.17499924,37.56000137,36.25999832,16569400,36.25999832
13-10-2020,36.22999954,35.02000046,36.22000122,35.56000137,15463100,35.56000137
14-10-2020,36.09000015,35.07500076,35.68999863,35.11000061,15402900,35.11000061
15-10-2020,34.81000137,34.02000046,34.68000031,34.25999832,15443800,34.25999832
16-10-2020,34.79999924,33.61000061,34.77999878,33.72000122,14899700,33.72000122
19-10-2020,34.59000015,34,34.15999985,34.22000122,19278600,34.22000122
20-10-2020,36.75999832,34.52999878,34.52999878,36.31000137,29820700,36.31000137
21-10-2020,36.25,34.875,36.25,35.20000076,19058700,35.20000076
22-10-2020,36.88999939,34.91500092,35.41999817,36.70000076,14243600,36.70000076
23-10-2020,36.99000168,35.92399979,36.5,36.75,15960600,36.75
26-10-2020,36.74000168,35.11999893,36.5,35.49000168,12511700,35.49000168
27-10-2020,35.70000076,34.02000046,35.50999832,34.15999985,13692100,34.15999985
28-10-2020,33.65999985,32.90000153,33.61999893,33.65000153,15787900,33.65000153
29-10-2020,34.93500137,33.33000183,33.70999908,34.06000137,13735300,34.06000137
30-10-2020,34.38999939,33.15499878,33.90999985,33.40999985,13506200,33.40999985
02-11-2020,35.04999924,34.06000137,34.15000153,34.81000137,18350500,34.81000137
03-11-2020,36.15000153,35.15000153,35.27000046,35.77000046,16208800,35.77000046
04-11-2020,42.15000153,39,40.65999985,40.99000168,101818200,40.99000168
05-11-2020,42.04999924,40.00999832,40.33000183,41.95999908,34177600,41.95999908
06-11-2020,45.38000107,41.61999893,42.09000015,44.86999893,57670700,44.86999893
09-11-2020,49.61999893,47.29999924,48.00999832,48.18000031,61632300,48.18000031
10-11-2020,49.36000061,46.04499817,46.74000168,47,33079800,47
11-11-2020,47.52000046,45.90999985,46.72000122,46.22999954,19213700,46.22999954
12-11-2020,47.47000122,45.04999924,45.38999939,46.40000153,16251600,46.40000153
13-11-2020,47.79000092,45.93000031,47.11000061,47.61000061,15552400,47.61000061
16-11-2020,50.09000015,48.47999954,48.74000168,49.20999908,29301700,49.20999908
17-11-2020,49.61999893,48.5,48.72000122,48.88999939,16638300,48.88999939
18-11-2020,49.95000076,48.33000183,48.77000046,49.11000061,17783500,49.11000061
19-11-2020,49.90999985,48.65000153,49.09999847,49.25999832,13480300,49.25999832
20-11-2020,50.75,48.27000046,49.97999954,48.43000031,17309200,48.43000031
